509	4259.01      
510	4363.86      
512	4428.19
95	4501.79
514	4659.82      
515	4668.65      
516	4680.20      
517	4683.03      
518	4688.89      
98	4726.83
519	4734.79      
99	4762.61
100	4780.02
520	4817.64      
521	4887.14      
522	4947.38      
523	4951.12      
524	4959.63      
525	4961.95      
103	4963.88
526	4965.22      
527	4966.01      
104	4969.14
530	4979.61      
531	4982.14      
105	4984.79
106	4987.42
533	5003.58      
534	5027.47      
535	5054.84      
536	5061.49      
537	5074.47      
538	5092.09      
539	5100.95      
540	5110.89      
541	5117.62      
542	5170.49      
108	5176.04
543	5217.85      
109	5236.18
110	5245.48
544	5251.78      
545	5257.47      
546	5262.48      
547	5297.97      
548	5304.25      
549	5340.38      
114	5342.54
115	5358.75
117	5363.70
118	5371.28
550	5384.19      
551	5390.85      
119	5404.56
121	5418.87
552	5424.10      
123	5450.62
553	5480.79      
125	5487.69
126	5494.10
127	5497.08
128	5502.91
129	5504.31
556	5506.28      
130	5508.12
131	5512.68
132	5515.99
557	5524.98      
133	5525.48
558	5527.55      
559	5530.07      
134	5535.20
560	5537.27      
135	5541.84
136	5545.06
137	5546.48
138	5547.48
561	5551.07      
562	5553.98      
563	5556.44      
139	5560.03
564	5580.82      
565	5585.56      
566	5594.60      
567	5599.70
140	5600.85
141	5609.78
568	5634.98      
569	5645.49      
144	5669.33
146	5705.08
147	5706.51
148	5707.77
149	5711.45
573	5716.32      
150	5719.48
575	5734.97      
576	5735.89      
577	5753.47      
578	5756.12      
579	5758.90      
580	5760.53      
155	5762.74
156	5766.10
581	5769.09      
582	5769.92      
158	5772.61
159	5775.90
583	5778.00
584	5780.57
161	5785.04
163	5793.21
164	5795.20
165	5797.06
585	5806.62      
167	5809.23
586	5814.26      
169	5815.74
170	5818.72
587	5821.17      
171	5828.47
172	5838.02
588	5838.97      
173	5840.66
589	5842.93      
175	5844.92
176	5849.81
590	5854.54      
591	5855.68      
592	5859.05      
593	5885.37      
594	5888.75      
595	5893.54      
179	5900.58
596	5904.63      
180	5910.57
597	5913.74      
181	5917.05
598	5922.32      
182	5923.47
183	5925.94
184	5927.63
599	5928.86      
600	5934.60      
601	5945.54      
185	5947.32
186	5948.88
188	5952.26
602	5954.25      
603	5958.91
604	5962.89      
190	5973.81
605	5975.75      
191	5982.67
192	5986.55
193	5988.11
606	5989.46      
194	5995.83
195	5999.54
197	6004.89
198	6010.75
608	6014.81      
199	6019.32
202	6027.68
609	6030.49      
203	6037.63
610	6048.60      
206	6057.52
207	6059.26
209	6065.28
212	6071.31
213	6081.10
214	6084.94
215	6087.48
216	6089.85
612	6093.40      
217	6102.72
614	6106.36      
615	6107.16      
218	6108.05
219	6109.88
221	6113.18
222	6116.84
223	6118.63
227	6136.08
228	6139.98
229	6142.09
230	6145.61
616	6148.40      
231	6151.14
617	6158.57      
233	6161.88
618	6163.49      
234	6165.68
236	6170.48
620	6174.80      
621	6177.63      
237	6182.58
238	6185.81
239	6187.22
240	6189.52
241	6194.74
242	6195.98
243	6198.97
623	6204.50
247	6211.69
248	6212.91
249	6215.81
251	6223.67
252	6225.24
253	6226.27
254	6234.01
255	6236.92
256	6244.46
257	6250.88
626	6252.43      
627	6259.70      
258	6269.85
630	6275.58      
261	6283.84
631	6287.59      
263	6308.80
265	6324.45
266	6329.98
267	6338.00
269	6353.38
633	6355.45      
635	6358.40
272	6362.15
274	6367.34
637	6374.66      
275	6376.08
276	6379.32
639	6384.97      
277	6397.01
278	6400.46
279	6410.20
281	6414.67
641	6417.03      
282	6418.61
284	6425.66
287	6439.48
289	6445.28
290	6449.22
291	6452.12
292	6456.01
293	6460.44
294	6463.68
295	6465.37
296	6466.86
297	6468.77
298	6474.24
644	6489.47      
299	6492.01
300	6494.05
301	6498.08
303	6520.62
645	6523.28      
305	6536.53
306	6543.08
308	6553.92
646	6590.42      
310	6594.36
311	6597.31
312	6600.08
313	6607.07
315	6613.62
317	6622.82
319	6625.77
648	6628.14      
320	6630.77
321	6631.69
322	6633.12
323	6635.74
327	6645.95
328	6654.73
329	6657.11
330	6658.74
331	6660.71
332	6662.21
333	6663.71
650	6665.27      
651	6672.27      
335	6684.86
336	6689.44
337	6693.52
338	6694.54
340	6699.32
341	6702.02
343	6709.43
346	6719.18
347	6727.47
349	6729.27
351	6733.16
353	6737.28
354	6740.82
357	6747.78
653	6751.51      
362	6762.05
363	6765.34
364	6767.76
365	6770.21
368	6778.98
654	6780.65      
370	6788.76
371	6792.46
372	6795.21
374	6801.46
375	6803.21
377	6809.51
378	6811.15
379	6812.73
382	6823.45
383	6825.80
384	6827.33
388	6837.71
389	6839.49
390	6841.52
391	6843.63
392	6845.34
393	6846.50
395	6852.53
397	6862.51
398	6864.72
400	6919.21
402	6944.60
405	6973.76
406	6978.40
407	6993.13
413	7030.29
414	7031.52
415	7045.89
416	7061.05
417	7062.68
418	7069.55
419	7077.86
659	7092.67      
426	7116.31
427	7119.71
435	7159.50
436	7160.30
437	7162.87
439	7203.65
440	7224.03
447	7334.48
454	7357.56
458	7367.13
459	7375.87
461	7385.89
463	7405.71
464	7419.05
467	7470.32
468	7472.60
471	7482.91
669	7484.17      
670	7495.02      
473	7520.60
478	7559.41
479	7562.25
490	7708.06
492	7822.80
494	7832.89
496	7862.43
502	8026.25
