Si	I	12270.69	2.319456	14.00	4.954	-0.410	0.00	-4.99	0.00	0.00
N	I	12288.81	0.255021	7.00	11.995	-0.270	8.30	-5.05	0.00	0.00
N	I	12289.18	0.180966	7.00	11.844	-0.508	8.66	-4.80	0.00	0.00
N	I	12298.54	0.166234	7.00	11.839	-0.548	8.66	-4.80	0.00	0.00
C	I	12314.09	2.842265	6.00	9.707	-0.070	0.00	0.00	0.00	0.00
N	I	12328.77	0.509714	7.00	11.995	0.030	8.30	-5.05	0.00	0.00
C	I	12331.86	0.696336	6.00	9.709	-0.680	0.00	0.00	0.00	0.00
C	I	12335.57	0.325753	6.00	9.709	-1.010	0.00	0.00	0.00	0.00
C	I	12335.68	1.210292	6.00	9.709	-0.440	0.00	0.00	0.00	0.00
C	I	12347.73	2.645612	6.00	9.710	-0.100	0.00	0.00	0.00	0.00
C	I	12348.03	0.115487	6.00	9.710	-1.460	0.00	0.00	0.00	0.00
C	I	12351.86	0.205401	6.00	9.710	-1.210	0.00	0.00	0.00	0.00
N	I	12381.63	0.773238	7.00	11.995	0.210	8.32	-5.05	0.00	0.00
Si	I	12395.83	0.140517	14.00	4.954	-1.630	0.00	-4.99	0.00	0.00
Mg	I	12423.00	0.149778	12.00	5.932	-1.180	0.00	0.00	0.00	0.00
Mg	I	12433.42	0.248343	12.00	5.933	-0.960	0.00	0.00	0.00	0.00
S	I	12451.12	0.389169	16.00	8.700	0.000	0.00	0.00	0.00	0.00
N	I	12461.25	1.339178	7.00	12.000	0.450	8.27	-4.93	0.00	0.00
O	I	12463.84	2.189119	8.00	12.078	0.100	0.00	0.00	0.00	0.00
O	I	12463.84	0.302183	8.00	12.078	-0.760	0.00	0.00	0.00	0.00
O	I	12463.85	0.204301	8.00	12.078	-0.930	0.00	0.00	0.00	0.00
O	I	12463.97	0.371768	8.00	12.078	-0.670	0.00	0.00	0.00	0.00
O	I	12463.97	1.319082	8.00	12.078	-0.120	0.00	0.00	0.00	0.00
O	I	12464.17	0.380431	8.00	12.078	-0.660	0.00	0.00	0.00	0.00
O	I	12464.17	0.912589	8.00	12.078	-0.280	0.00	0.00	0.00	0.00
O	I	12464.33	0.549893	8.00	12.078	-0.500	0.00	0.00	0.00	0.00
O	I	12464.33	0.275599	8.00	12.078	-0.800	0.00	0.00	0.00	0.00
O	I	12464.40	0.282020	8.00	12.078	-0.790	0.00	0.00	0.00	0.00
N	I	12469.61	1.912875	7.00	12.009	0.610	8.19	-4.93	0.00	0.00
S	I	12515.86	0.390764	16.00	8.699	0.000	0.00	0.00	0.00	0.00
S	I	12516.27	0.390771	16.00	8.699	0.000	0.00	0.00	0.00	0.00
S	I	12518.27	0.390804	16.00	8.699	0.000	0.00	0.00	0.00	0.00
S	I	12518.68	0.390811	16.00	8.699	0.000	0.00	0.00	0.00	0.00
C	I	12549.49	2.841630	6.00	8.846	-0.582	0.00	-4.86	0.00	0.00
C	I	12562.12	2.835423	6.00	8.848	-0.582	0.00	-4.86	0.00	0.00
C	I	12569.04	2.102535	6.00	8.848	-0.712	0.00	-4.86	0.00	0.00
O	I	12569.89	0.807048	8.00	12.087	-0.330	0.00	0.00	0.00	0.00
O	I	12570.00	1.166544	8.00	12.087	-0.170	0.00	0.00	0.00	0.00
O	I	12570.00	0.143516	8.00	12.087	-1.080	0.00	0.00	0.00	0.00
O	I	12570.14	0.137058	8.00	12.087	-1.100	0.00	0.00	0.00	0.00
O	I	12570.14	1.573634	8.00	12.087	-0.040	0.00	0.00	0.00	0.00
O	I	12570.26	0.168619	8.00	12.087	-1.010	0.00	0.00	0.00	0.00
C	I	12581.58	3.491164	6.00	8.848	-0.492	0.00	-4.86	0.00	0.00
C	I	12601.49	3.484582	6.00	8.850	-0.492	0.00	-4.86	0.00	0.00
C	I	12614.10	10.504563	6.00	8.850	-0.013	0.00	-4.86	0.00	0.00
Fe	I	12638.70	0.120091	26.00	4.558	-0.859	8.36	-5.48	-7.58	-7.58
