Si	I	10288.94	0.243555	14.00	4.920	-1.360	0.00	-4.87	0.00	0.00
Sr	II	10327.31	1.096079	38.01	1.839	-0.353	0.00	0.00	0.00	0.00
Y	II	10329.70	0.146375	39.01	1.748	-0.100	0.00	0.00	0.00	0.00
N	I	10331.77	0.474258	7.00	13.697	0.870	0.00	0.00	0.00	0.00
N	I	10332.02	0.413067	7.00	13.697	0.810	0.00	0.00	0.00	0.00
Fe	II	10332.93	0.328944	26.01	6.729	-1.957	8.66	-6.53	-7.90	-7.90
Ca	I	10343.82	0.134131	20.00	2.932	-0.408	8.40	-5.16	-7.57	-7.57
N	I	10362.48	0.342819	7.00	13.700	0.730	0.00	0.00	0.00	0.00
Fe	II	10366.17	0.474008	26.01	6.724	-1.802	8.65	-6.53	-7.90	-7.90
Si	I	10371.26	1.267488	14.00	4.930	-0.640	0.00	-4.87	0.00	0.00
C	I	10377.41	0.108436	6.00	8.640	-2.100	0.00	0.00	0.00	0.00
Mg	II	10392.22	0.128782	12.01	11.629	-0.950	0.00	0.00	0.00	0.00
Fe	II	10402.83	0.106538	26.01	9.653	-0.785	8.99	-5.72	-7.69	-7.69
C	I	10405.01	0.247823	6.00	8.643	-1.740	0.00	0.00	0.00	0.00
Si	I	10426.50	0.232906	14.00	6.718	-0.360	0.00	0.00	0.00	0.00
Si	I	10448.42	0.168490	14.00	6.720	-0.500	0.00	0.00	0.00	0.00
C	I	10449.93	0.374075	6.00	8.647	-1.560	0.00	0.00	0.00	0.00
C	I	10452.83	0.612164	6.00	9.695	-0.750	0.00	0.00	0.00	0.00
S	I	10455.45	7.597193	16.00	6.860	0.260	8.86	-5.21	0.00	0.00
S	I	10456.76	1.551261	16.00	6.860	-0.430	8.86	-5.21	0.00	0.00
S	I	10459.41	4.578771	16.00	6.860	0.040	8.86	-5.21	0.00	0.00
Si	I	10460.55	0.122143	14.00	6.720	-0.640	0.00	0.00	0.00	0.00
Fe	I	10469.65	0.107016	26.00	3.883	-1.229	6.91	-6.23	-7.81	-7.81
C	I	10470.98	0.883425	6.00	9.697	-0.590	0.00	0.00	0.00	0.00
C	I	10486.42	0.257545	6.00	9.707	-1.120	0.00	0.00	0.00	0.00
Fe	II	10490.94	0.178331	26.01	5.549	-2.898	8.49	-6.53	-7.89	-7.89
N	I	10500.26	0.317830	7.00	11.837	-0.366	7.87	-4.98	0.00	0.00
Fe	II	10501.50	1.420632	26.01	5.549	-1.997	8.49	-6.53	-7.89	-7.89
C	I	10502.00	0.199568	6.00	9.709	-1.230	0.00	0.00	0.00	0.00
C	I	10502.08	0.134925	6.00	9.709	-1.400	0.00	0.00	0.00	0.00
N	I	10507.00	0.962097	7.00	11.839	0.116	7.84	-4.98	0.00	0.00
C	I	10509.86	0.513192	6.00	9.709	-0.820	0.00	0.00	0.00	0.00
N	I	10513.41	0.427081	7.00	11.837	-0.238	7.78	-4.98	0.00	0.00
C	I	10513.81	0.281712	6.00	9.710	-1.080	0.00	0.00	0.00	0.00
Si	I	10517.51	0.210989	14.00	6.727	-0.400	0.00	0.00	0.00	0.00
N	I	10520.58	0.791671	7.00	11.839	0.031	7.86	-4.98	0.00	0.00
C	I	10521.49	1.174871	6.00	9.710	-0.460	0.00	0.00	0.00	0.00
