Si	I	10448.42	0.161852	14.00	6.720	-0.500	0.00	0.00	0.00	0.00
C	I	10449.93	0.359337	6.00	8.647	-1.560	0.00	0.00	0.00	0.00
C	I	10452.83	0.588046	6.00	9.695	-0.750	0.00	0.00	0.00	0.00
S	I	10455.45	7.297875	16.00	6.860	0.260	8.86	-5.21	0.00	0.00
S	I	10456.76	1.490143	16.00	6.860	-0.430	8.86	-5.21	0.00	0.00
S	I	10459.41	4.398375	16.00	6.860	0.040	8.86	-5.21	0.00	0.00
Si	I	10460.55	0.117331	14.00	6.720	-0.640	0.00	0.00	0.00	0.00
Fe	I	10469.65	0.102799	26.00	3.883	-1.229	6.91	-6.23	-7.81	-7.81
C	I	10470.98	0.848619	6.00	9.697	-0.590	0.00	0.00	0.00	0.00
C	I	10486.42	0.247398	6.00	9.707	-1.120	0.00	0.00	0.00	0.00
Fe	II	10490.94	0.171305	26.01	5.549	-2.898	8.49	-6.53	-7.89	-7.89
N	I	10500.26	0.305308	7.00	11.837	-0.366	7.87	-4.98	0.00	0.00
Fe	II	10501.50	1.364661	26.01	5.549	-1.997	8.49	-6.53	-7.89	-7.89
C	I	10502.00	0.191705	6.00	9.709	-1.230	0.00	0.00	0.00	0.00
C	I	10502.08	0.129609	6.00	9.709	-1.400	0.00	0.00	0.00	0.00
N	I	10507.00	0.924192	7.00	11.839	0.116	7.84	-4.98	0.00	0.00
C	I	10509.86	0.492973	6.00	9.709	-0.820	0.00	0.00	0.00	0.00
N	I	10513.41	0.410255	7.00	11.837	-0.238	7.78	-4.98	0.00	0.00
C	I	10513.81	0.270613	6.00	9.710	-1.080	0.00	0.00	0.00	0.00
Si	I	10517.51	0.202676	14.00	6.727	-0.400	0.00	0.00	0.00	0.00
N	I	10520.58	0.760480	7.00	11.839	0.031	7.86	-4.98	0.00	0.00
C	I	10521.49	1.128583	6.00	9.710	-0.460	0.00	0.00	0.00	0.00
N	I	10539.58	2.273519	7.00	11.844	0.509	7.89	-4.98	0.00	0.00
C	I	10541.24	0.776737	6.00	8.537	-1.290	0.00	0.00	0.00	0.00
Fe	II	10546.35	0.360176	26.01	9.653	-0.242	9.01	-5.72	-7.69	-7.69
N	I	10549.64	0.889076	7.00	11.844	0.101	7.83	-4.98	0.00	0.00
C	I	10558.18	0.623903	6.00	9.707	-0.720	0.00	0.00	0.00	0.00
N	I	10563.33	0.173886	7.00	11.844	-0.608	7.86	-4.98	0.00	0.00
C	I	10572.83	0.226114	6.00	9.709	-1.160	0.00	0.00	0.00	0.00
C	I	10574.09	0.284680	6.00	9.709	-1.060	0.00	0.00	0.00	0.00
P	I	10581.58	0.114127	15.00	6.985	0.480	0.00	0.00	0.00	0.00
C	I	10584.88	0.192329	6.00	9.710	-1.230	0.00	0.00	0.00	0.00
Si	I	10585.14	4.977337	14.00	4.954	-0.020	0.00	-4.87	0.00	0.00
N	I	10592.00	0.262035	7.00	13.726	0.640	8.21	0.00	0.00	0.00
C	I	10593.51	0.105079	6.00	8.537	-2.160	0.00	0.00	0.00	0.00
N	I	10596.86	0.345069	7.00	13.727	0.760	8.08	0.00	0.00	0.00
Si	I	10603.42	2.244309	14.00	4.930	-0.380	0.00	-5.14	0.00	0.00
Y	II	10605.16	0.144663	39.01	1.738	-0.100	0.00	0.00	0.00	0.00
Si	I	10627.65	1.590307	14.00	5.862	0.000	0.00	0.00	0.00	0.00
C	I	10631.36	0.106433	6.00	7.685	-2.640	0.00	0.00	0.00	0.00
S	I	10633.08	1.063484	16.00	8.584	0.400	0.00	0.00	0.00	0.00
N	I	10643.98	0.255280	7.00	11.839	-0.446	8.27	-5.04	0.00	0.00
N	I	10653.04	0.256075	7.00	11.837	-0.446	8.28	-5.04	0.00	0.00
Fe	II	10655.65	0.151031	26.01	6.807	-2.241	8.53	-6.51	-7.90	-7.90
Si	I	10660.97	2.444141	14.00	4.920	-0.350	0.00	-5.14	0.00	0.00
O	I	10675.67	0.971646	8.00	12.078	-0.350	0.00	0.00	0.00	0.00
O	I	10675.67	0.134124	8.00	12.078	-1.210	0.00	0.00	0.00	0.00
O	I	10675.77	0.585478	8.00	12.078	-0.570	0.00	0.00	0.00	0.00
O	I	10675.77	0.165010	8.00	12.078	-1.120	0.00	0.00	0.00	0.00
O	I	10675.91	0.405055	8.00	12.078	-0.730	0.00	0.00	0.00	0.00
O	I	10675.91	0.168855	8.00	12.078	-1.110	0.00	0.00	0.00	0.00
O	I	10676.02	0.122325	8.00	12.078	-1.250	0.00	0.00	0.00	0.00
O	I	10676.02	0.244071	8.00	12.078	-0.950	0.00	0.00	0.00	0.00
O	I	10676.08	0.125175	8.00	12.078	-1.240	0.00	0.00	0.00	0.00
C	I	10683.08	72.310071	6.00	7.483	0.076	0.00	-5.40	0.00	0.00
C	I	10685.34	32.281828	6.00	7.480	-0.276	0.00	-5.40	0.00	0.00
Si	I	10689.72	0.913275	14.00	5.954	-0.190	0.00	-4.23	0.00	0.00
C	I	10691.24	134.445076	6.00	7.488	0.348	0.00	-5.40	0.00	0.00
Si	I	10694.25	1.216238	14.00	5.964	-0.060	0.00	-4.23	0.00	0.00
C	I	10700.57	0.236610	6.00	8.537	-1.810	0.00	0.00	0.00	0.00
C	I	10707.32	24.141469	6.00	7.483	-0.401	0.00	-5.40	0.00	0.00
N	I	10713.55	0.280959	7.00	11.839	-0.406	8.29	-5.04	0.00	0.00
N	I	10717.96	0.279191	7.00	11.844	-0.406	8.27	-5.04	0.00	0.00
