C	I	12870.85	0.269069	6.00	9.761	-1.030	0.00	0.00	0.00	0.00
C	I	12879.94	0.127692	6.00	10.022	-1.200	0.00	0.00	0.00	0.00
C	I	12897.18	0.363347	6.00	9.761	-0.900	0.00	0.00	0.00	0.00
C	I	12935.01	0.142813	6.00	7.685	-2.530	0.00	0.00	0.00	0.00
C	I	12949.84	0.424487	6.00	9.631	-0.910	0.00	0.00	0.00	0.00
C	I	12970.56	0.473563	6.00	7.685	-2.010	0.00	0.00	0.00	0.00
C	I	13015.95	0.159354	6.00	9.761	-1.260	0.00	0.00	0.00	0.00
Al	I	13123.41	3.009496	13.00	3.143	0.270	8.50	-4.76	0.00	0.00
Al	I	13150.75	1.509915	13.00	3.143	-0.030	8.50	-4.76	0.00	0.00
O	I	13163.89	3.447267	8.00	10.989	-0.315	7.67	-4.84	0.00	0.00
O	I	13164.86	5.721252	8.00	10.989	-0.095	7.67	-4.84	0.00	0.00
O	I	13165.13	1.168142	8.00	10.989	-0.785	7.67	-4.84	0.00	0.00
Si	I	13176.89	0.517828	14.00	5.862	-0.500	0.00	0.00	0.00	0.00
C	I	13217.46	0.250814	6.00	8.771	-1.650	0.00	0.00	0.00	0.00
