Al	II	10076.35	0.130057	13.01	11.846	-0.050	0.00	0.00	0.00	0.00
C	I	10082.31	0.138814	6.00	9.330	-1.610	0.00	0.00	0.00	0.00
Mg	II	10092.09	9.539241	12.01	11.629	0.910	0.00	0.00	0.00	0.00
Mg	II	10092.22	12.289012	12.01	11.629	1.020	0.00	0.00	0.00	0.00
Mg	II	10092.22	0.346351	12.01	11.629	-0.530	0.00	0.00	0.00	0.00
N	I	10105.13	1.349144	7.00	11.750	0.205	7.84	-5.01	0.00	0.00
N	I	10108.89	2.130337	7.00	11.753	0.405	7.78	-5.01	0.00	0.00
N	I	10112.48	3.282955	7.00	11.757	0.595	7.78	-5.01	0.00	0.00
N	I	10114.64	4.702602	7.00	11.764	0.755	7.75	-5.01	0.00	0.00
C	I	10123.87	14.879954	6.00	8.537	-0.032	0.00	-5.07	0.00	0.00
N	I	10128.28	0.535728	7.00	11.753	-0.195	7.83	-5.01	0.00	0.00
Fe	I	10145.56	0.282355	26.00	4.795	-0.298	8.28	-5.34	-7.57	-7.57
N	I	10147.27	0.703321	7.00	11.757	-0.075	7.78	-5.01	0.00	0.00
N	I	10155.08	0.351832	7.00	11.750	-0.380	0.00	0.00	0.00	0.00
Si	I	10163.91	0.790385	14.00	6.718	0.160	0.00	0.00	0.00	0.00
N	I	10164.85	0.541526	7.00	11.764	-0.185	7.78	-5.01	0.00	0.00
Fe	II	10173.50	0.141640	26.01	5.511	-3.029	8.61	-6.53	-7.88	-7.88
Si	I	10183.64	0.789226	14.00	6.720	0.160	0.00	0.00	0.00	0.00
Si	I	10184.44	0.164900	14.00	6.720	-0.520	0.00	0.00	0.00	0.00
Fe	II	10189.04	0.143124	26.01	6.729	-2.332	8.63	-6.53	-7.90	-7.90
Fe	I	10216.31	0.372270	26.00	4.733	-0.215	8.28	-5.46	-7.57	-7.57
Si	I	10238.39	0.101065	14.00	6.727	-0.730	0.00	0.00	0.00	0.00
Fe	II	10245.54	0.218558	26.01	6.730	-2.149	8.64	-6.53	-7.90	-7.90
Si	I	10288.94	0.253388	14.00	4.920	-1.360	0.00	-4.87	0.00	0.00
